# HELP application_ready_time_seconds Time taken for the application to be ready to service requests
# TYPE application_ready_time_seconds gauge
application_ready_time_seconds{main_application_class="com.shadowfit.ShadowfitApplication"} 8.824
# HELP application_started_time_seconds Time taken to start the application
# TYPE application_started_time_seconds gauge
application_started_time_seconds{main_application_class="com.shadowfit.ShadowfitApplication"} 8.759
# HELP cache_eviction_weight_total The sum of weights of evicted entries. This total does not include manual invalidations.
# TYPE cache_eviction_weight_total counter
cache_eviction_weight_total{cache="exerciseReferences",cache_manager="cacheManager",name="exerciseReferences"} 0.0
cache_eviction_weight_total{cache="exercises",cache_manager="cacheManager",name="exercises"} 0.0
cache_eviction_weight_total{cache="feedbackTemplates",cache_manager="cacheManager",name="feedbackTemplates"} 0.0
# HELP cache_evictions_total The number of times the cache was evicted.
# TYPE cache_evictions_total counter
cache_evictions_total{cache="exerciseReferences",cache_manager="cacheManager",name="exerciseReferences"} 0.0
cache_evictions_total{cache="exercises",cache_manager="cacheManager",name="exercises"} 0.0
cache_evictions_total{cache="feedbackTemplates",cache_manager="cacheManager",name="feedbackTemplates"} 0.0
# HELP cache_gets_total The number of times cache lookup methods have returned a cached (hit) or uncached (newly loaded or null) value (miss).
# TYPE cache_gets_total counter
cache_gets_total{cache="exerciseReferences",cache_manager="cacheManager",name="exerciseReferences",result="hit"} 60.0
cache_gets_total{cache="exerciseReferences",cache_manager="cacheManager",name="exerciseReferences",result="miss"} 1.0
cache_gets_total{cache="exercises",cache_manager="cacheManager",name="exercises",result="hit"} 60.0
cache_gets_total{cache="exercises",cache_manager="cacheManager",name="exercises",result="miss"} 1.0
cache_gets_total{cache="feedbackTemplates",cache_manager="cacheManager",name="feedbackTemplates",result="hit"} 0.0
cache_gets_total{cache="feedbackTemplates",cache_manager="cacheManager",name="feedbackTemplates",result="miss"} 0.0
# HELP cache_puts_total The number of entries added to the cache
# TYPE cache_puts_total counter
cache_puts_total{cache="exerciseReferences",cache_manager="cacheManager",name="exerciseReferences"} 0.0
cache_puts_total{cache="exercises",cache_manager="cacheManager",name="exercises"} 0.0
cache_puts_total{cache="feedbackTemplates",cache_manager="cacheManager",name="feedbackTemplates"} 0.0
# HELP cache_size The number of entries in this cache. This may be an approximation, depending on the type of cache.
# TYPE cache_size gauge
cache_size{cache="exerciseReferences",cache_manager="cacheManager",name="exerciseReferences"} 1.0
cache_size{cache="exercises",cache_manager="cacheManager",name="exercises"} 1.0
cache_size{cache="feedbackTemplates",cache_manager="cacheManager",name="feedbackTemplates"} 0.0
# HELP disk_free_bytes Usable space for path
# TYPE disk_free_bytes gauge
disk_free_bytes{path="/app/."} 2.2478360576E10
# HELP disk_total_bytes Total space for path
# TYPE disk_total_bytes gauge
disk_total_bytes{path="/app/."} 3.2132542464E10
# HELP executor_active_threads The approximate number of threads that are actively executing tasks
# TYPE executor_active_threads gauge
executor_active_threads{name="taskScheduler"} 0.0
# HELP executor_completed_tasks_total The approximate total number of tasks that have completed execution
# TYPE executor_completed_tasks_total counter
executor_completed_tasks_total{name="taskScheduler"} 117.0
# HELP executor_pool_core_threads The core number of threads for the pool
# TYPE executor_pool_core_threads gauge
executor_pool_core_threads{name="taskScheduler"} 5.0
# HELP executor_pool_max_threads The maximum allowed number of threads in the pool
# TYPE executor_pool_max_threads gauge
executor_pool_max_threads{name="taskScheduler"} 2.147483647E9
# HELP executor_pool_size_threads The current number of threads in the pool
# TYPE executor_pool_size_threads gauge
executor_pool_size_threads{name="taskScheduler"} 5.0
# HELP executor_queue_remaining_tasks The number of additional elements that this queue can ideally accept without blocking
# TYPE executor_queue_remaining_tasks gauge
executor_queue_remaining_tasks{name="taskScheduler"} 2.147483647E9
# HELP executor_queued_tasks The approximate number of tasks that are queued for execution
# TYPE executor_queued_tasks gauge
executor_queued_tasks{name="taskScheduler"} 4.0
# HELP grpc_server_active_seconds  
# TYPE grpc_server_active_seconds summary
grpc_server_active_seconds_count{grpc_status_code="UNKNOWN",rpc_method="CompleteAnalysis",rpc_service="ExerciseService",rpc_type="UNARY"} 0
grpc_server_active_seconds_sum{grpc_status_code="UNKNOWN",rpc_method="CompleteAnalysis",rpc_service="ExerciseService",rpc_type="UNARY"} 0.0
# HELP grpc_server_active_seconds_max  
# TYPE grpc_server_active_seconds_max gauge
grpc_server_active_seconds_max{grpc_status_code="UNKNOWN",rpc_method="CompleteAnalysis",rpc_service="ExerciseService",rpc_type="UNARY"} 0.0
# HELP grpc_server_call_duration_seconds Time taken to complete a call from server transport's perspective
# TYPE grpc_server_call_duration_seconds histogram
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="1.0E-5"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="5.0E-5"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="1.0E-4"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="3.0E-4"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="6.0E-4"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="8.0E-4"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.001"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.002"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.003"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.004"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.005"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.006"} 0
grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/CompleteAnalysis",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.008"} 0
